floor,floors_count,rooms_count,total_meters,price,underground,price_per_meter
9,18,4,176.6,96000000,True,543601
11,13,4,141.0,94900000,True,673050
11,34,4,102.2,59868760,True,585800
15,21,4,111.4,44720973,True,401445
6,6,4,163.5,110000000,True,672783
18,39,4,104.1,79976387,True,768265
2,6,4,162.0,96500000,True,595679
4,40,4,81.4,44900000,True,551597
24,34,4,99.5,47889350,True,481300
11,11,4,179.2,104000000,True,580357
11,13,4,141.0,98000000,True,695035
14,14,4,150.9,93452370,True,619300
5,28,4,158.0,57000000,True,360759
41,41,4,105.96,60397200,True,570000
2,6,4,162.1,96500000,True,595312
31,39,4,85.0,42000000,True,494118
19,21,4,143.9,92757940,True,644600
2,9,4,119.4,56036330,True,469316
4,4,4,255.0,170000000,True,666667
5,26,4,90.6,38323800,True,423000
5,21,4,124.0,69000000,True,556452
32,32,4,107.1,69015240,True,644400
36,48,4,146.0,74900000,True,513014
30,36,4,143.6,130000000,True,905292
19,21,4,137.3,82434920,True,600400
2,22,4,134.5,78800000,True,585874
26,30,4,109.5,39018901,True,356337
5,6,4,95.0,69500000,True,731579
23,32,4,127.9,96645717,True,755635
9,16,4,120.0,52900000,True,440833
4,35,4,94.1,31944213,True,339471
11,22,4,139.0,127000000,True,913669
1,14,4,129.0,54000000,True,418605
38,41,4,88.97,46887190,True,527000
8,15,4,151.4,74000000,True,488771
26,27,4,92.0,37500000,True,407609
22,47,4,125.6,79278469,True,631198
32,33,4,135.0,55000000,True,407407
4,5,4,73.5,68061000,True,926000
32,38,4,155.77,77885000,True,500000
17,22,4,130.0,110000000,True,846154
20,24,4,136.2,63804390,True,468461
6,9,4,160.0,110000000,True,687500
6,8,4,116.1,37990000,True,327218
41,51,4,98.51,49846060,True,506000
23,27,4,104.2,52102792,True,500027
11,13,4,142.0,98500000,True,693662
31,32,4,110.5,71791850,True,649700
4,14,4,89.2,57000000,True,639013
28,48,4,104.8,57000000,True,543893
36,41,4,126.2,60419524,True,478760
41,59,4,85.6,29908640,True,349400
20,29,4,154.9,60900000,True,393157
4,14,4,86.6,53000000,True,612009
3,18,4,137.0,75000000,True,547445
31,39,4,106.0,44700000,True,421698
39,42,4,123.9,65072280,True,525200
22,53,4,130.0,100000000,True,769231
20,57,4,95.82,56284668,True,587400
7,18,4,162.8,78000000,True,479115
5,12,4,155.2,117160000,True,754897
6,6,4,340.0,291690000,True,857912
5,19,4,92.0,53000000,True,576087
11,13,4,120.0,56500000,True,470833
20,29,4,100.0,60000000,True,600000
12,19,4,131.7,73500000,True,558087
20,21,4,125.5,87000000,True,693227
2,8,4,181.5,170000000,True,936639
27,30,4,83.0,28500000,True,343373
21,40,4,84.5,39500000,True,467456
2,5,4,87.0,39500000,True,454023
3,5,4,109.1,45000000,True,412466
6,8,4,90.0,45000000,True,500000
2,9,4,114.9,50000000,True,435161
2,9,4,120.0,53500000,True,445833
2,10,4,110.0,55000000,True,500000
15,20,4,125.0,62000000,True,496000
5,12,4,120.0,65000000,True,541667
12,13,4,128.0,66000000,True,515625
12,52,4,108.0,66990000,True,620278
6,7,4,127.0,67000000,True,527559
4,7,4,124.0,69000000,True,556452
21,30,4,155.0,70000000,True,451613
6,8,4,132.0,71700000,True,543182
28,32,4,133.0,73000000,True,548872
11,21,4,115.0,74000000,True,643478
22,22,4,115.6,81500000,True,705017
27,32,4,140.0,81500000,True,582143
16,17,4,141.0,85000000,True,602837
14,35,4,148.0,85000000,True,574324
19,29,4,162.7,88500000,True,543946
7,8,4,129.0,88000000,True,682171
6,7,4,185.0,110000000,True,594595
6,9,4,156.5,110000000,True,702875
18,18,4,212.0,114000000,True,537736
4,6,4,168.0,119000000,True,708333
13,22,4,159.0,125000000,True,786164
7,13,4,192.0,127000000,True,661458
3,8,4,260.0,129900000,True,499615
18,18,4,227.2,135000000,True,594190
2,7,4,330.0,285000000,True,863636
2,9,4,62.8,10800000,True,171975
1,9,4,64.0,12490000,True,195156
20,21,4,117.2,14000000,True,119454
17,21,4,118.0,14390000,True,121949
2,9,4,62.2,15000000,True,241158
2,14,4,86.1,16000000,True,185830
15,25,4,99.0,18900000,True,190909
3,8,4,94.6,24500000,True,258985
4,5,4,97.1,25000000,True,257467
4,16,4,85.4,25500000,True,298595
1,15,4,91.0,26000000,True,285714
18,22,4,100.0,28500000,True,285000
3,14,4,98.5,28500000,True,289340
3,5,4,100.0,29000000,True,290000
6,6,4,106.5,29990000,True,281596
3,13,4,82.6,30000000,True,363196
28,32,4,120.0,34700000,True,289167
2,37,4,96.1,35000000,True,364204
1,5,4,81.6,35000000,True,428922
10,22,4,102.0,36500000,True,357843
14,26,4,84.3,37000000,True,438909
4,11,4,107.0,38000000,True,355140
19,30,4,110.0,39550000,True,359545
49,56,4,113.0,39999999,True,353982
8,9,4,107.1,39999000,True,373473
10,16,4,95.4,40300000,True,422432
5,6,4,95.4,41000000,True,429769
6,9,4,88.0,42350000,True,481250
27,28,4,110.1,44000000,True,399637
13,25,4,110.9,44500000,True,401262
15,40,4,86.1,46000000,True,534262
12,18,4,102.1,46000000,True,450539
20,28,4,121.0,47000000,True,388430
6,6,4,91.0,48230000,True,530000
9,15,4,103.1,48700000,True,472357
4,14,4,92.0,49000000,True,532609
7,9,4,89.0,49500000,True,556180
6,23,4,114.0,49900000,True,437719
6,8,4,107.0,50000000,True,467290
8,14,4,95.7,50000000,True,522466
41,58,4,113.5,51415000,True,452996
7,24,4,108.0,52100000,True,482407
3,9,4,84.5,52000000,True,615385
11,41,4,99.2,52990000,True,534173
7,12,4,70.0,52900000,True,755714
10,14,4,98.07,53500000,True,545529
19,41,4,100.0,54500000,True,545000
17,31,4,133.7,55000000,True,411369
9,24,4,110.0,54999999,True,500000
4,24,4,122.9,55000000,True,447518
10,25,4,95.3,55500000,True,582371
7,13,4,91.88,55999999,True,609491
6,14,4,98.0,56000000,True,571429
4,14,4,94.0,57000000,True,606383
10,22,4,106.0,58000000,True,547170
23,34,4,125.0,57900000,True,463200
13,14,4,95.0,57800000,True,608421
2,21,4,116.0,57997000,True,499974
13,14,4,95.3,57800000,True,606506
9,21,4,126.3,58098000,True,460000
5,14,4,88.7,57900000,True,652762
6,14,4,98.0,58000000,True,591837
3,38,4,144.0,59000000,True,409722
14,17,4,137.2,59000000,True,430029
7,14,4,96.2,60000000,True,623701
5,8,4,75.0,59500000,True,793333
4,32,4,145.0,59900000,True,413103
3,7,4,142.6,62000000,True,434783
3,28,4,132.9,63000000,True,474041
4,13,4,102.3,63999000,True,625601
9,53,4,97.6,65000000,True,665984
15,31,4,167.0,65000000,True,389222
9,22,4,135.3,65000000,True,480414
13,14,4,95.0,65000000,True,684211
3,14,4,96.1,65630250,True,682937
11,13,4,126.6,68000000,True,537125
17,17,4,140.0,68000000,True,485714
22,32,4,150.0,69000000,True,460000
21,30,4,154.0,70000000,True,454545
2,5,4,176.1,70000000,True,397501
4,13,4,115.61,69999999,True,605484
6,8,4,132.3,71500000,True,540438
6,30,4,127.5,72500000,True,568627
20,20,4,151.0,74500000,True,493377
4,14,4,101.1,75000000,True,741840
8,16,4,112.7,74900000,True,664596
17,17,4,140.0,75000000,True,535714
17,43,4,153.6,75000000,True,488281
8,14,4,160.0,75000000,True,468750
8,24,4,99.6,75000000,True,753012
5,8,4,129.3,77200000,True,597061
15,25,4,138.0,77500000,True,561594
9,23,4,160.0,78000000,True,487500
16,21,4,125.2,80000000,True,638978
10,14,4,99.4,83000000,True,835010
11,48,4,168.0,85000000,True,505952
3,15,4,140.0,85000000,True,607143
4,11,4,115.0,85000000,True,739130
6,6,4,130.0,85000000,True,653846
9,29,4,144.0,87500000,True,607639
21,22,4,141.0,86900000,True,616312
35,76,4,186.0,93000000,True,500000
34,37,4,170.0,94000000,True,552941
12,22,4,160.0,94000000,True,587500
9,18,4,177.0,95000000,True,536723
4,12,4,102.2,95285400,True,932342
18,42,4,137.7,97767000,True,710000
2,19,4,150.0,97900000,True,652667
4,14,4,114.3,98000000,True,857393
2,12,4,142.0,99000000,True,697183
5,5,4,130.0,100470000,True,772846
20,24,4,137.1,100000000,True,729395
25,25,4,146.0,101500000,True,695205
4,7,4,160.0,101119200,True,631995
8,12,4,136.8,102000000,True,745614
8,12,4,137.0,102000000,True,744526
13,13,4,140.2,105000000,True,748930
3,19,4,150.0,105000000,True,700000
3,5,4,123.0,110000000,True,894309
7,8,4,199.8,110000000,True,550551
7,8,4,135.6,115000000,True,848083
12,25,4,135.0,115000000,True,851852
14,17,4,144.6,115680000,True,800000
4,6,4,192.0,115000000,True,598958
7,14,4,199.4,120000000,True,601805
12,13,4,148.0,122315340,True,826455
5,6,4,155.8,130000000,True,834403
6,10,4,154.2,135000000,True,875486
9,10,4,181.1,145000000,True,800663
20,22,4,200.0,148900000,True,744500
6,10,4,218.8,160000000,True,731261
17,17,4,250.0,160000000,True,640000
4,5,4,250.25,168440000,True,673087
31,35,4,213.0,170000000,True,798122
16,18,4,220.0,180000000,True,818182
4,4,4,257.3,217970000,True,847143
5,19,4,66.6,11896112,True,178620
11,19,4,66.5,11992145,True,180333
3,19,4,67.3,12067240,True,179305
8,15,4,65.6,12853076,True,195931
12,22,4,65.9,12997787,True,197235
4,12,4,64.4,13086839,True,203212
4,9,4,77.5,13166504,True,169890
15,15,4,65.2,13173093,True,202041
2,19,4,78.0,13519194,True,173323
2,22,4,81.2,13426842,True,165355
2,10,4,67.2,13629235,True,202816
2,19,4,77.9,13723020,True,176162
7,9,4,75.2,13992445,True,186070
2,20,4,67.7,14108490,True,208397
7,9,4,78.4,14617544,True,186448
7,18,4,66.4,14571480,True,219450
3,20,4,67.3,14661170,True,217848
7,9,4,64.6,14790406,True,228954
9,20,4,78.9,14807289,True,187672
13,24,4,65.9,14883490,True,225850
12,19,4,78.5,14941612,True,190339
2,18,4,66.5,14816865,True,222810
14,19,4,78.4,15074752,True,192280
4,13,4,66.0,14985036,True,227046
15,17,4,71.9,15044500,True,209242
3,18,4,66.1,15216286,True,230201
10,10,4,64.1,15255031,True,237988
3,9,4,66.2,15384545,True,232395
7,19,4,66.2,15544223,True,234807
6,9,4,79.0,15742646,True,199274
3,9,4,63.0,16000000,True,253968
4,23,4,85.3,15960583,True,187111
5,10,4,89.3,15974558,True,178886
10,17,4,65.6,16033690,True,244416
12,18,4,66.1,16085620,True,243353
15,16,4,65.5,16142344,True,246448
8,9,4,62.0,16200000,True,261290
12,23,4,77.7,16252863,True,209175
12,16,4,65.5,16296914,True,248808
2,14,4,77.3,16350133,True,211515
16,23,4,77.4,16521989,True,213462
11,18,4,66.3,16604305,True,250442
7,9,4,75.4,16575634,True,219836
2,17,4,97.3,16631003,True,170925
15,15,4,77.7,16695458,True,214871
2,15,4,114.5,16645302,True,145374
15,18,4,77.5,16745763,True,216074
13,24,4,78.8,16724261,True,212237
6,15,4,85.0,16720667,True,196714
2,15,4,85.8,16852953,True,196421
15,19,4,72.5,16741193,True,230913
9,18,4,78.5,17018879,True,216801
9,13,4,78.3,16985130,True,216924
16,17,4,66.5,17049137,True,256378
17,18,4,69.3,16993291,True,245213
2,15,4,80.2,16946346,True,211301
3,19,4,80.8,17226560,False,213200
4,19,4,78.5,17238280,True,219596
5,14,4,78.5,17322360,True,220667
6,17,4,65.4,17521772,True,267917
14,15,4,61.7,17543470,True,284335
5,17,4,65.2,17612672,True,270133
12,18,4,66.2,17591458,True,265732
10,14,4,78.1,17694258,True,226559
9,19,4,78.4,17653014,True,225166
2,9,4,84.0,17562384,True,209076
12,12,4,78.6,17806862,True,226550
11,19,4,94.4,17874168,True,189345
4,9,4,78.6,17765408,True,226023
4,16,4,79.0,18069858,True,228732
3,17,4,65.6,17932941,True,273368
10,23,4,76.1,18018226,True,236770
9,17,4,78.3,18202542,True,232472
3,18,4,78.6,18289041,True,232685
7,17,4,65.1,18178915,True,279246
2,14,4,71.9,18226650,True,253500
2,22,4,90.7,18287352,True,201625
17,17,4,77.4,18448987,True,238359
4,14,4,69.7,18637710,True,267399
4,17,4,78.5,18630102,True,237326
8,9,4,86.6,18454460,True,213100
6,17,4,78.4,18798405,True,239776
14,16,4,78.4,18827893,True,240152
12,19,4,101.2,18769665,True,185471
13,16,4,78.5,18758522,True,238962
3,22,4,82.8,18961200,True,229000
6,14,4,71.1,18888710,True,265664
3,11,4,79.7,18857020,True,236600
8,14,4,69.4,18934055,True,272825
2,17,4,88.0,18896962,True,214738
7,16,4,72.3,19177937,True,265255
3,9,4,225.7,169275000,True,750000
11,27,4,125.08,79280000,True,633834
11,20,4,90.71,32500000,True,358285
4,7,4,107.3,53102770,True,494900
5,59,4,79.6,26514760,True,333100
2,9,4,210.6,170000000,True,807217
11,21,4,117.0,59900000,True,511966
7,8,4,200.0,110000000,True,550000
42,44,4,280.0,146000000,True,521429
16,26,4,105.9,42201150,True,398500
20,29,4,92.9,29500000,True,317546
9,29,4,79.5,39900000,True,501887
27,49,4,109.76,55428800,True,505000
7,8,4,235.0,165000000,True,702128
15,22,4,93.0,43293174,True,465518
9,22,4,142.5,97669500,True,685400
2,15,4,101.1,19106384,True,188985
2,21,4,93.1,19235763,True,206614
10,22,4,90.0,19357619,True,215085
9,12,4,77.4,19464945,True,251485
4,17,4,78.5,19517769,True,248634
2,21,4,96.4,19694038,True,204295
10,15,4,72.2,19623094,True,271788
6,17,4,78.4,19691571,True,251168
2,16,4,107.4,19756337,True,183951
3,17,4,78.8,19708195,True,250104
3,17,4,78.7,19918498,True,253094
25,30,4,76.9,20022622,True,260372
2,30,4,91.7,20018110,True,218300
6,17,4,78.4,20152563,True,257048
2,17,4,86.9,20195386,True,232398
2,18,4,90.7,20362189,True,224500
2,18,4,91.2,20340044,True,223027
2,9,4,83.6,20216319,True,241822
2,17,4,99.4,20235156,True,203573
18,20,4,91.5,20588140,True,225007
3,9,4,83.3,20803175,True,249738
16,16,4,80.7,20812127,True,257895
2,13,4,92.6,20964427,True,226398
2,13,4,99.8,20824567,True,208663
5,30,4,91.2,21112800,True,231500
11,16,4,80.8,21152634,True,261790
4,15,4,92.5,21172325,True,228890
19,22,4,104.6,21363389,True,204239
18,20,4,104.0,21873897,True,210326
13,30,4,83.9,21855122,True,260490
15,18,4,92.6,21771093,True,235109
11,30,4,83.6,22086468,True,264192
8,20,4,107.1,22017986,True,205583
6,14,4,101.1,21908370,True,216700
19,20,4,96.5,21925090,True,227203
2,18,4,81.7,22032081,True,269671
2,17,4,106.5,22023775,True,206796
2,20,4,108.2,22195443,True,205133
11,24,4,100.9,22343801,True,221445
2,17,4,93.8,22507216,True,239949
16,38,4,78.1,22510000,True,288220
4,24,4,100.3,22717950,True,226500
2,17,4,120.8,22634736,True,187374
1,15,4,78.6,22800000,True,290076
2,21,4,112.9,22971989,True,203472
30,30,4,78.11,22994256,True,294383
2,19,4,91.6,22928671,True,250313
14,20,4,112.5,22922910,True,203759
28,38,4,78.5,22970000,True,292611
10,30,4,81.2,23200920,True,285726
4,17,4,93.1,23220537,True,249415
2,17,4,98.5,23039741,True,233906
2,17,4,98.6,23213102,True,235427
6,18,4,88.1,23152551,True,262799
22,22,4,104.1,23059902,True,221517
2,17,4,106.7,23284181,True,218221
14,38,4,82.4,23410000,True,284102
15,15,4,84.6,23450128,True,277188
3,17,4,98.3,23898696,True,243120
26,38,4,82.6,23840000,True,288620
3,17,4,98.3,23735616,True,241461
3,30,4,95.6,24110320,True,252200
2,9,4,78.2,24160272,True,308955
45,45,4,76.8,24199915,True,315103
4,17,4,106.1,24055310,True,226723
2,11,4,79.6,24397737,True,306504
8,17,4,108.6,24370396,True,224405
2,11,4,79.4,24756997,True,311801
6,14,4,91.3,25000000,True,273823
45,64,4,75.0,25091881,True,334558
15,16,4,99.6,25094618,True,251954
2,18,4,105.0,25123875,True,239275
16,17,4,106.8,25309864,True,236984
16,17,4,97.4,25326240,True,260023
9,25,4,80.7,25554270,True,316658
14,25,4,86.0,25511912,True,296650
16,17,4,101.8,25525424,True,250741
11,11,4,85.2,25805100,True,302877
15,16,4,97.5,25878255,True,265418
10,16,4,93.6,25940491,True,277142
4,5,4,103.4,25950000,True,250967
21,48,4,78.8,26118134,True,331448
13,15,4,98.3,26172375,True,266250
2,17,4,116.4,26408832,True,226880
6,59,4,79.6,26570480,True,333800
13,17,4,105.4,26640284,True,252754
4,5,4,100.0,26900000,True,269000
2,5,4,102.3,26900000,True,262952
45,45,4,84.5,26877900,True,318082
13,17,4,109.6,27222482,True,248380
18,18,4,122.0,27130702,True,222383
26,36,4,92.8,27654400,True,298000
16,17,4,104.4,27698150,True,265308
38,59,4,76.5,28014300,True,366200
18,24,4,108.0,27823268,True,257623
11,29,4,94.8,28170768,True,297160
3,29,4,93.4,29000000,True,310493
4,30,4,94.2,29500000,True,313163
25,64,4,90.9,29356755,True,322957
6,9,4,83.4,29279905,True,351078
17,21,4,115.3,29337059,True,254441
14,30,4,72.5,29790000,True,410897
25,29,4,91.1,29704611,True,326066
44,59,4,85.6,29994240,True,350400
2,16,4,124.5,30052931,True,241389
31,37,4,87.4,30429262,True,348161
17,29,4,84.5,30462250,True,360500
18,18,4,90.0,30549060,True,339434
2,29,4,101.4,30960989,True,305335
5,48,4,101.8,31224969,True,306729
8,8,4,156.0,31500000,True,201923
23,30,4,93.64,31587880,True,337333
36,48,4,94.69,31464909,True,332294
2,22,4,95.2,31950000,True,335609
14,30,4,93.8,31933459,True,340442
4,34,4,86.5,31918500,True,369000
18,19,4,98.31,31817053,True,323640
53,64,4,93.8,32263026,True,343956
11,15,4,118.7,32221850,True,271456
22,24,4,124.1,32187970,True,259371
11,25,4,105.5,32462878,True,307705
19,29,4,95.8,32715700,True,341500
18,30,4,82.0,32690000,True,398659
32,48,4,99.29,32896574,True,331318
27,34,4,130.6,97362300,True,745500
6,6,4,184.1,82200000,True,446496
4,8,4,132.0,91000000,True,689394
2,22,4,149.2,129650000,True,868968
11,38,4,150.0,78000000,True,520000
2,30,4,138.1,50372662,True,364755
14,23,4,201.0,105000000,True,522388
4,17,4,103.7,58890504,True,567893
45,75,4,210.0,165000000,True,785714
4,19,4,105.4,50170400,True,476000
6,6,4,169.0,90000000,True,532544
3,28,4,125.0,74990000,True,599920
3,24,4,110.5,48945010,True,442941
3,13,4,93.0,79950000,True,859677
12,13,4,95.2,56253680,True,590900
47,52,4,109.2,55000000,True,503663
24,44,4,200.5,160000000,True,798005
1,2,4,153.3,35948850,True,234500
2,7,4,250.0,97000000,True,388000
2,12,4,153.6,97689600,True,636000
10,37,4,88.4,72990000,True,825679
17,20,4,124.0,85000000,True,685484
4,19,4,255.5,127750000,True,500000
3,42,4,89.5,51500000,True,575419
22,29,4,109.9,49476980,True,450200
12,14,4,125.2,59500000,True,475240
48,49,4,122.2,54941120,True,449600
4,6,4,192.0,105000000,True,546875
12,14,4,75.47,41583970,True,551000
15,22,4,226.3,139900000,True,618206
2,16,4,103.7,59627500,True,575000
19,20,4,106.2,85000000,True,800377
45,47,4,133.1,60294300,True,453000
37,44,4,106.29,53378838,True,502200
2,14,4,131.0,81700000,True,623664
3,8,4,153.3,85000000,False,554468
19,21,4,124.1,71419550,True,575500
22,24,4,102.9,44068057,True,428261
3,27,4,102.0,58700000,True,575490
15,19,4,134.9,72913450,True,540500
1,5,4,76.1,33000000,True,433640
4,12,4,148.7,96000000,True,645595
7,9,4,141.4,116315357,True,822598
6,23,4,146.5,55299000,True,377468
2,17,4,68.7,33000000,True,480349
3,17,4,131.85,78000000,True,591581
13,15,4,107.21,52298828,True,487817
7,14,4,91.43,67000000,True,732801
20,27,4,112.75,86417000,True,766448
2,14,4,130.4,83000000,True,636503
5,7,4,190.1,135000000,True,710153
7,15,4,169.2,77000000,True,455083
3,8,4,117.4,50258940,True,428100
26,26,4,250.0,64850000,True,259400
6,30,4,106.6,35824848,True,336068
22,26,4,130.7,120000000,True,918133
19,47,4,101.6,40919400,True,402750
11,28,4,117.8,68500000,True,581494
3,14,4,96.3,59000000,True,612669
16,24,4,110.9,58500000,True,527502
5,52,4,85.6,43763000,False,511250
27,55,4,96.5,39900000,True,413472
3,17,4,95.8,37360215,True,389981
5,41,4,90.7,79990000,True,881918
13,25,4,139.7,59900000,True,428776
6,14,4,135.8,65000000,True,478645
8,10,4,132.6,70000000,True,527903
13,14,4,118.0,68999999,True,584746
19,24,4,108.0,77000000,True,712963
11,20,4,97.13,33801240,True,348000
14,18,4,169.6,80000000,True,471698
21,26,4,126.55,103631795,True,818900
3,29,4,111.4,44817111,True,402308
5,7,4,167.5,140000000,True,835821
5,5,4,234.0,150000000,True,641026
13,13,4,130.6,44342800,True,339531
11,20,4,139.0,127000000,True,913669
6,56,4,110.1,43100060,True,391463
20,26,4,78.9,36057300,True,457000
10,14,4,98.0,58488700,True,596823
2,53,4,100.4,37578114,True,374284
4,14,4,95.3,65000000,True,682057
38,41,4,117.83,96620600,True,820000
24,25,4,300.0,169990000,True,566633
2,17,4,115.0,42430949,True,368965
35,42,4,96.2,42400000,True,440748
2,31,4,90.3,37474500,True,415000
8,10,4,133.0,70000000,True,526316
7,17,4,93.0,38000000,True,408602
22,24,4,114.3,50897790,True,445300
13,44,4,117.0,90000000,True,769231
2,41,4,129.0,74936000,True,580899
24,25,4,139.7,75600901,True,541166
29,29,4,96.6,34995150,True,362269
3,29,4,88.6,36450040,True,411400
8,21,4,101.3,45500000,True,449161
5,20,4,125.0,110000000,True,880000
4,27,4,126.81,50110000,True,395158
25,26,4,250.0,64849000,True,259396
7,12,1,37.2,13376967,True,359596
8,9,1,30.99,12419999,True,400774
13,23,1,35.8,12673866,True,354019
3,5,1,39.04,6000000,True,153689
2,9,1,34.8,14560876,True,418416
4,8,1,33.8,11058481,True,327174
3,4,1,36.85,12160500,False,330000
1,4,1,36.2,7800000,True,215470
3,5,1,34.54,11542073,True,334165
3,9,1,45.5,22395373,True,492206
5,5,1,42.0,7000000,False,166667
7,19,1,38.72,13609999,False,351498
11,14,1,35.8,13679999,False,382123
16,23,1,36.3,4986000,True,137355
8,9,1,35.0,5900000,False,168571
3,4,1,20.2,4040000,True,200000
4,5,1,32.7,3450000,True,105505
2,10,1,35.79,11631750,False,325000
7,25,1,38.0,8400000,True,221053
3,4,1,28.4,5680000,True,200000
4,23,1,34.03,8459858,True,248600
20,24,1,39.58,6451093,False,162989
3,9,1,32.6,10300000,True,315951
6,12,1,34.28,5587640,False,163000
3,3,1,28.8,3312000,False,115000
2,24,1,24.6,7047039,False,286465
3,17,1,36.4,5470000,False,150275
10,22,1,36.1,5890000,True,163158
6,23,1,38.2,5682600,False,148759
2,7,1,31.4,5300000,False,168790
10,13,1,34.2,7810888,True,228389
8,25,1,36.9,6300000,True,170732
5,19,1,32.2,10500000,True,326087
2,8,1,57.8,15379200,True,266076
3,17,1,22.58,5120918,True,226790
18,22,1,43.2,18700000,True,432870
1,2,1,30.0,6550000,False,218333
7,8,1,28.01,8543050,True,305000
2,12,1,42.1,6727580,False,159800
5,5,1,34.2,7700000,True,225146
3,13,1,35.5,9980000,True,281127
2,3,1,34.0,6813600,False,200400
2,22,1,38.0,6200000,True,163158
2,4,1,34.7,3921100,False,113000
6,13,1,36.0,10500000,False,291667
3,18,1,37.0,7241850,True,195726
19,23,1,35.55,6445215,False,181300
5,7,1,26.4,3982757,False,150862
3,3,1,40.9,7362000,False,180000
2,5,1,24.89,8610000,True,345922
3,24,1,46.8,7773000,True,166090
5,5,1,45.6,7850000,True,172149
4,18,1,36.34,7349199,False,202234
13,24,1,41.4,7100000,True,171498
5,6,1,33.8,4300000,True,127219
3,22,1,62.39,11698125,False,187500
9,10,1,42.0,6500000,True,154762
2,12,1,31.34,4438888,False,141637
4,14,1,37.3,7839300,True,210169
17,27,1,32.38,16200000,False,500309
2,21,1,36.87,5320000,False,144291
3,18,1,34.85,4144710,True,118930
2,16,1,48.5,6305000,False,130000
3,14,1,84.6,19669571,False,232501
14,16,1,39.02,4850000,False,124295
11,17,1,21.0,9905700,False,471700
2,11,1,42.6,7541000,False,177019
6,9,1,44.3,6995000,False,157901
2,17,1,50.67,14371953,False,283638
4,23,1,41.0,5617000,False,137000
15,22,1,41.41,5743000,False,138686
18,24,1,32.5,7122000,False,219138
6,9,1,33.2,9000000,False,271084
13,22,1,33.6,5800000,False,172619
9,24,1,38.4,6200000,True,161458
4,12,1,25.66,6158400,True,240000
12,25,1,33.9,4950000,False,146018
11,24,1,40.36,9020000,True,223489
4,14,1,41.3,7227500,False,175000
8,10,1,38.5,7200000,True,187013
2,4,1,35.9,4559300,False,127000
10,24,1,39.0,7199000,True,184590
5,8,1,27.4,8350000,True,304745
4,21,1,51.13,6478171,False,126700
6,13,1,42.7,11000000,True,257611
7,8,1,38.68,11039510,False,285406
2,24,1,33.9,5639434,False,166355
1,16,1,32.7,3990000,False,122018
2,25,1,41.08,7218195,True,175711
11,12,1,31.0,8300000,True,267742
2,19,1,37.8,5665800,False,149889
3,16,1,40.0,5300000,False,132500
4,9,1,35.1,4316455,False,122976
5,8,1,39.5,5211000,True,131924
6,18,1,38.7,6800000,True,175711
2,8,1,34.29,3350133,False,97700
6,10,1,40.0,4999000,False,124975
11,15,1,41.2,6499000,True,157743
2,8,1,33.0,8764800,False,265600
6,6,1,49.5,8400000,False,169697
12,13,1,40.0,12600000,False,315000
18,19,1,38.46,4345980,False,113000
16,16,1,35.25,4500000,False,127660
2,10,1,33.6,6600000,True,196429
2,5,1,31.0,3300000,False,106452
9,9,1,39.0,6500000,False,166667
4,11,1,33.2,6990000,True,210542
9,12,1,37.9,7200000,True,189974
8,9,1,39.0,7230000,False,185385
5,19,1,45.0,7300000,True,162222
6,17,1,40.5,7600000,True,187654
5,17,1,41.7,8500000,True,203837
2,9,1,34.1,8553000,True,250821
7,25,1,38.76,9146890,True,235988
16,20,1,46.6,9320000,True,200000
11,26,1,38.0,10500000,False,276316
5,12,1,40.0,10600000,True,265000
8,18,1,30.76,3229800,False,105000
6,10,1,27.56,3554413,False,128970
2,17,1,43.4,4129250,False,95144
2,5,1,36.3,5100000,False,140496
3,9,1,38.0,5899000,False,155237
11,15,1,37.5,8634200,False,230245
16,17,1,46.3,9900000,False,213823
1,3,1,25.7,2049000,False,79728
5,5,1,32.4,3600000,False,111111
15,15,1,34.9,4013500,False,115000
9,11,1,40.5,4100000,False,101235
2,18,1,24.62,4333120,False,176000
4,4,1,35.0,4799000,False,137114
12,19,1,39.5,4800000,False,121519
2,12,1,37.9,5000000,False,131926
8,14,1,36.6,5050000,False,137978
1,8,1,40.0,5100000,False,127500
10,25,1,32.2,5150000,False,159938
2,16,1,36.0,5150000,False,143056
11,16,1,50.0,5150000,False,103000
10,20,1,27.7,5150000,False,185921
2,5,1,30.0,5200000,False,173333
5,22,1,34.4,5560000,False,161628
2,16,1,33.4,5700000,True,170659
2,7,1,39.1,5750000,False,147059
5,9,1,35.9,5950000,False,165738
7,19,1,41.23,6390650,False,155000
2,26,1,33.9,6480000,True,191150
2,13,1,41.4,6500000,False,157005
12,25,1,40.7,6500000,True,159705
9,10,1,40.0,6500000,True,162500
6,20,1,41.85,10253250,False,245000
16,25,1,44.4,13300000,True,299550
5,9,1,47.33,14413329,True,304528
9,12,1,48.0,14500000,False,302083
12,12,1,44.0,7178000,False,163136
8,15,1,46.3,12529999,False,270626
13,14,1,37.4,4500000,True,120321
12,13,1,33.7,11105632,True,329544
7,9,1,39.4,15760000,True,400000
6,10,1,44.47,18014797,True,405100
2,18,1,38.99,12219999,False,313414
13,17,1,38.1,14300000,True,375328
2,9,1,46.67,19942461,True,427308
1,3,1,29.1,3090000,False,106186
7,18,1,32.4,10794372,True,333160
2,5,1,65.7,24860880,False,378400
10,12,1,38.0,16000000,True,421053
9,9,1,49.9,22455000,True,450000
2,5,1,33.0,600000,False,18182
8,8,1,23.0,2850000,False,123913
